fold,seed,layer,acc,epoch
3,50,0,0.4175,76
3,50,1,0.6875,82
3,50,2,0.765,57
3,50,3,0.835,78
3,50,4,0.88,70
3,50,5,0.895,78
3,50,6,0.9025,76
3,50,7,0.905,76
3,50,8,0.91,76
3,50,9,0.9125,78
3,50,10,0.91,78
3,50,11,0.9125,78
3,51,0,0.405,83
3,51,1,0.72,37
3,51,2,0.805,59
3,51,3,0.8425,93
3,51,4,0.8775,90
3,51,5,0.91,83
3,51,6,0.9175,85
3,51,7,0.925,85
3,51,8,0.9275,85
3,51,9,0.93,85
3,51,10,0.9225,84
3,51,11,0.925,72
3,52,0,0.39,74
3,52,1,0.715,70
3,52,2,0.805,75
3,52,3,0.8325,61
3,52,4,0.88,94
3,52,5,0.9125,93
3,52,6,0.9175,90
3,52,7,0.9225,94
3,52,8,0.9225,90
3,52,9,0.9225,90
3,52,10,0.9225,92
3,52,11,0.925,87
3,53,0,0.3875,77
3,53,1,0.725,77
3,53,2,0.7975,77
3,53,3,0.845,82
3,53,4,0.8775,82
3,53,5,0.905,77
3,53,6,0.915,63
3,53,7,0.9225,77
3,53,8,0.9225,83
3,53,9,0.925,63
3,53,10,0.9225,78
3,53,11,0.9275,70
3,54,0,0.4025,72
3,54,1,0.725,70
3,54,2,0.815,70
3,54,3,0.8375,67
3,54,4,0.8775,76
3,54,5,0.8975,65
3,54,6,0.9025,74
3,54,7,0.905,74
3,54,8,0.9,65
3,54,9,0.905,84
3,54,10,0.9075,83
3,54,11,0.91,23
3,55,0,0.3925,87
3,55,1,0.7625,73
3,55,2,0.82,69
3,55,3,0.8575,86
3,55,4,0.885,87
3,55,5,0.9125,86
3,55,6,0.9175,84
3,55,7,0.92,79
3,55,8,0.92,66
3,55,9,0.925,66
3,55,10,0.9175,73
3,55,11,0.925,66
3,56,0,0.3675,65
3,56,1,0.7225,57
3,56,2,0.8,48
3,56,3,0.84,79
3,56,4,0.8775,62
3,56,5,0.91,63
3,56,6,0.9125,63
3,56,7,0.9225,79
3,56,8,0.925,81
3,56,9,0.925,79
3,56,10,0.925,80
3,56,11,0.925,80
3,57,0,0.395,75
3,57,1,0.76,73
3,57,2,0.8175,57
3,57,3,0.86,35
3,57,4,0.8775,35
3,57,5,0.9075,35
3,57,6,0.9225,77
3,57,7,0.925,78
3,57,8,0.9275,59
3,57,9,0.93,96
3,57,10,0.9275,94
3,57,11,0.9275,65
3,58,0,0.415,82
3,58,1,0.745,65
3,58,2,0.8025,58
3,58,3,0.8325,45
3,58,4,0.8725,63
3,58,5,0.8975,63
3,58,6,0.91,75
3,58,7,0.915,75
3,58,8,0.9175,76
3,58,9,0.9225,76
3,58,10,0.93,76
3,58,11,0.925,74
3,59,0,0.43,74
3,59,1,0.7625,92
3,59,2,0.81,79
3,59,3,0.84,78
3,59,4,0.8725,90
3,59,5,0.9,93
3,59,6,0.91,71
3,59,7,0.9175,71
3,59,8,0.92,92
3,59,9,0.9225,83
3,59,10,0.92,83
3,59,11,0.92,71
3,60,0,0.39,86
3,60,1,0.7625,63
3,60,2,0.805,60
3,60,3,0.8375,88
3,60,4,0.8825,81
3,60,5,0.9025,77
3,60,6,0.9125,78
3,60,7,0.9175,78
3,60,8,0.92,94
3,60,9,0.915,91
3,60,10,0.92,62
3,60,11,0.9225,90
3,61,0,0.3825,93
3,61,1,0.73,57
3,61,2,0.795,43
3,61,3,0.835,62
3,61,4,0.87,91
3,61,5,0.9,95
3,61,6,0.9075,69
3,61,7,0.9125,71
3,61,8,0.92,82
3,61,9,0.9175,71
3,61,10,0.92,69
3,61,11,0.915,86
3,62,0,0.4,76
3,62,1,0.7175,70
3,62,2,0.8025,56
3,62,3,0.845,33
3,62,4,0.89,88
3,62,5,0.9075,64
3,62,6,0.9175,79
3,62,7,0.925,81
3,62,8,0.9275,90
3,62,9,0.9275,91
3,62,10,0.9325,92
3,62,11,0.9325,79
3,63,0,0.3925,93
3,63,1,0.72,69
3,63,2,0.7925,63
3,63,3,0.845,94
3,63,4,0.8925,87
3,63,5,0.915,89
3,63,6,0.925,80
3,63,7,0.935,80
3,63,8,0.93,75
3,63,9,0.9375,80
3,63,10,0.935,80
3,63,11,0.9375,79
3,64,0,0.4175,86
3,64,1,0.755,79
3,64,2,0.7875,45
3,64,3,0.825,58
3,64,4,0.8775,73
3,64,5,0.91,73
3,64,6,0.915,74
3,64,7,0.925,75
3,64,8,0.9225,75
3,64,9,0.9175,49
3,64,10,0.92,68
3,64,11,0.9325,49
3,65,0,0.4025,72
3,65,1,0.7325,71
3,65,2,0.7925,74
3,65,3,0.825,31
3,65,4,0.8625,80
3,65,5,0.89,89
3,65,6,0.9,80
3,65,7,0.91,79
3,65,8,0.915,85
3,65,9,0.9175,94
3,65,10,0.915,94
3,65,11,0.92,85
3,66,0,0.4075,75
3,66,1,0.7575,58
3,66,2,0.8125,72
3,66,3,0.86,95
3,66,4,0.8875,75
3,66,5,0.905,72
3,66,6,0.91,77
3,66,7,0.915,56
3,66,8,0.9175,65
3,66,9,0.92,56
3,66,10,0.9175,56
3,66,11,0.92,65
3,67,0,0.395,78
3,67,1,0.755,83
3,67,2,0.815,43
3,67,3,0.85,77
3,67,4,0.8875,85
3,67,5,0.9075,92
3,67,6,0.9125,79
3,67,7,0.9125,79
3,67,8,0.9125,79
3,67,9,0.9125,77
3,67,10,0.91,79
3,67,11,0.9125,49
3,68,0,0.4,87
3,68,1,0.75,90
3,68,2,0.8075,51
3,68,3,0.86,88
3,68,4,0.875,76
3,68,5,0.905,50
3,68,6,0.91,50
3,68,7,0.9175,70
3,68,8,0.915,50
3,68,9,0.9175,75
3,68,10,0.9175,50
3,68,11,0.925,76
3,69,0,0.405,96
3,69,1,0.7325,68
3,69,2,0.8175,69
3,69,3,0.8525,74
3,69,4,0.885,74
3,69,5,0.905,75
3,69,6,0.9175,80
3,69,7,0.9225,59
3,69,8,0.93,80
3,69,9,0.9275,80
3,69,10,0.93,84
3,69,11,0.93,83
3,70,0,0.405,91
3,70,1,0.715,74
3,70,2,0.805,67
3,70,3,0.8325,89
3,70,4,0.8775,89
3,70,5,0.9,79
3,70,6,0.91,80
3,70,7,0.915,67
3,70,8,0.915,72
3,70,9,0.915,67
3,70,10,0.9125,78
3,70,11,0.9175,84
3,71,0,0.4225,80
3,71,1,0.7525,76
3,71,2,0.805,70
3,71,3,0.8425,59
3,71,4,0.8875,91
3,71,5,0.905,77
3,71,6,0.91,80
3,71,7,0.915,77
3,71,8,0.92,65
3,71,9,0.9175,81
3,71,10,0.92,83
3,71,11,0.9225,77
3,72,0,0.4275,83
3,72,1,0.7175,72
3,72,2,0.79,70
3,72,3,0.8325,90
3,72,4,0.8675,77
3,72,5,0.8975,95
3,72,6,0.9,76
3,72,7,0.9075,68
3,72,8,0.905,76
3,72,9,0.9125,91
3,72,10,0.91,68
3,72,11,0.9125,68
3,73,0,0.3575,83
3,73,1,0.7475,66
3,73,2,0.8175,52
3,73,3,0.835,64
3,73,4,0.885,83
3,73,5,0.91,69
3,73,6,0.925,75
3,73,7,0.9225,76
3,73,8,0.925,85
3,73,9,0.9275,93
3,73,10,0.9275,92
3,73,11,0.93,83
3,74,0,0.4525,86
3,74,1,0.745,71
3,74,2,0.81,51
3,74,3,0.85,51
3,74,4,0.88,80
3,74,5,0.9,67
3,74,6,0.91,80
3,74,7,0.9175,80
3,74,8,0.92,80
3,74,9,0.92,81
3,74,10,0.92,81
3,74,11,0.9225,85
3,75,0,0.3975,70
3,75,1,0.745,98
3,75,2,0.7925,62
3,75,3,0.845,88
3,75,4,0.89,79
3,75,5,0.91,91
3,75,6,0.915,86
3,75,7,0.9225,86
3,75,8,0.9225,89
3,75,9,0.9225,89
3,75,10,0.9225,87
3,75,11,0.9225,94
3,76,0,0.4025,77
3,76,1,0.7475,83
3,76,2,0.8125,44
3,76,3,0.83,60
3,76,4,0.8725,89
3,76,5,0.91,71
3,76,6,0.92,62
3,76,7,0.9225,62
3,76,8,0.925,61
3,76,9,0.9275,71
3,76,10,0.93,71
3,76,11,0.9325,63
3,77,0,0.4025,85
3,77,1,0.7325,83
3,77,2,0.805,68
3,77,3,0.845,83
3,77,4,0.8925,75
3,77,5,0.91,90
3,77,6,0.915,93
3,77,7,0.9175,71
3,77,8,0.9225,71
3,77,9,0.92,77
3,77,10,0.92,72
3,77,11,0.9225,53
3,78,0,0.415,73
3,78,1,0.745,86
3,78,2,0.8,72
3,78,3,0.8575,77
3,78,4,0.89,77
3,78,5,0.915,76
3,78,6,0.915,76
3,78,7,0.9175,70
3,78,8,0.92,70
3,78,9,0.92,70
3,78,10,0.92,72
3,78,11,0.92,79
3,79,0,0.3975,71
3,79,1,0.7225,56
3,79,2,0.7975,83
3,79,3,0.8375,44
3,79,4,0.875,66
3,79,5,0.8975,63
3,79,6,0.91,87
3,79,7,0.9125,78
3,79,8,0.9125,76
3,79,9,0.915,72
3,79,10,0.9125,83
3,79,11,0.9225,83
3,80,0,0.42,88
3,80,1,0.7475,76
3,80,2,0.8,71
3,80,3,0.855,69
3,80,4,0.8925,93
3,80,5,0.91,77
3,80,6,0.9175,82
3,80,7,0.9225,83
3,80,8,0.9225,85
3,80,9,0.92,80
3,80,10,0.9175,74
3,80,11,0.92,65
3,81,0,0.4175,68
3,81,1,0.76,79
3,81,2,0.8325,70
3,81,3,0.87,81
3,81,4,0.9075,89
3,81,5,0.9275,72
3,81,6,0.9325,72
3,81,7,0.935,94
3,81,8,0.9325,81
3,81,9,0.93,68
3,81,10,0.935,81
3,81,11,0.9325,81
3,82,0,0.38,78
3,82,1,0.7425,74
3,82,2,0.79,50
3,82,3,0.84,82
3,82,4,0.865,94
3,82,5,0.8875,90
3,82,6,0.8975,51
3,82,7,0.8975,84
3,82,8,0.8975,51
3,82,9,0.9,51
3,82,10,0.8975,51
3,82,11,0.905,84
3,83,0,0.3925,81
3,83,1,0.7325,74
3,83,2,0.805,80
3,83,3,0.825,74
3,83,4,0.8825,74
3,83,5,0.9075,71
3,83,6,0.9175,86
3,83,7,0.93,85
3,83,8,0.9275,85
3,83,9,0.93,85
3,83,10,0.93,86
3,83,11,0.94,87
3,84,0,0.3975,66
3,84,1,0.7375,66
3,84,2,0.81,66
3,84,3,0.8325,82
3,84,4,0.8775,64
3,84,5,0.9,80
3,84,6,0.9125,81
3,84,7,0.92,85
3,84,8,0.9175,83
3,84,9,0.915,83
3,84,10,0.9125,85
3,84,11,0.9225,80
3,85,0,0.3925,70
3,85,1,0.7225,54
3,85,2,0.785,85
3,85,3,0.8275,63
3,85,4,0.8675,87
3,85,5,0.8925,77
3,85,6,0.9,89
3,85,7,0.8975,88
3,85,8,0.9025,89
3,85,9,0.905,81
3,85,10,0.905,58
3,85,11,0.91,63
3,86,0,0.39,76
3,86,1,0.7175,71
3,86,2,0.815,83
3,86,3,0.835,67
3,86,4,0.885,76
3,86,5,0.9075,88
3,86,6,0.92,74
3,86,7,0.9275,91
3,86,8,0.93,88
3,86,9,0.925,87
3,86,10,0.9275,91
3,86,11,0.93,93
3,87,0,0.415,68
3,87,1,0.745,61
3,87,2,0.805,81
3,87,3,0.8425,70
3,87,4,0.875,72
3,87,5,0.9025,79
3,87,6,0.9075,72
3,87,7,0.905,77
3,87,8,0.9075,62
3,87,9,0.9075,75
3,87,10,0.9125,77
3,87,11,0.92,77
3,88,0,0.4125,88
3,88,1,0.7375,73
3,88,2,0.79,40
3,88,3,0.83,71
3,88,4,0.88,63
3,88,5,0.9,78
3,88,6,0.9175,81
3,88,7,0.9175,80
3,88,8,0.92,80
3,88,9,0.9275,79
3,88,10,0.9325,92
3,88,11,0.925,91
3,89,0,0.42,78
3,89,1,0.755,74
3,89,2,0.8125,94
3,89,3,0.8325,97
3,89,4,0.875,83
3,89,5,0.895,89
3,89,6,0.9025,73
3,89,7,0.915,73
3,89,8,0.915,73
3,89,9,0.9125,47
3,89,10,0.92,47
3,89,11,0.915,92
3,90,0,0.405,91
3,90,1,0.765,64
3,90,2,0.825,66
3,90,3,0.865,64
3,90,4,0.8875,55
3,90,5,0.9125,87
3,90,6,0.915,78
3,90,7,0.915,78
3,90,8,0.925,78
3,90,9,0.92,91
3,90,10,0.92,90
3,90,11,0.9175,88
3,91,0,0.385,88
3,91,1,0.7575,71
3,91,2,0.8125,58
3,91,3,0.8475,71
3,91,4,0.88,60
3,91,5,0.9,82
3,91,6,0.905,83
3,91,7,0.9075,68
3,91,8,0.91,82
3,91,9,0.91,67
3,91,10,0.91,60
3,91,11,0.9175,60
3,92,0,0.395,92
3,92,1,0.7175,64
3,92,2,0.8,34
3,92,3,0.8425,44
3,92,4,0.8775,44
3,92,5,0.8975,71
3,92,6,0.9,73
3,92,7,0.915,68
3,92,8,0.92,79
3,92,9,0.9225,79
3,92,10,0.925,79
3,92,11,0.93,83
3,93,0,0.3875,80
3,93,1,0.7425,42
3,93,2,0.795,46
3,93,3,0.8525,84
3,93,4,0.88,84
3,93,5,0.9025,83
3,93,6,0.9175,84
3,93,7,0.92,84
3,93,8,0.9175,78
3,93,9,0.9225,83
3,93,10,0.9225,72
3,93,11,0.93,83
3,94,0,0.43,90
3,94,1,0.7475,73
3,94,2,0.805,58
3,94,3,0.86,93
3,94,4,0.8975,85
3,94,5,0.91,88
3,94,6,0.92,82
3,94,7,0.925,91
3,94,8,0.93,91
3,94,9,0.9275,88
3,94,10,0.9325,90
3,94,11,0.93,80
3,95,0,0.42,79
3,95,1,0.7475,86
3,95,2,0.7975,78
3,95,3,0.8425,56
3,95,4,0.875,53
3,95,5,0.9025,75
3,95,6,0.91,92
3,95,7,0.9175,81
3,95,8,0.92,78
3,95,9,0.9175,82
3,95,10,0.9125,75
3,95,11,0.92,78
3,96,0,0.395,92
3,96,1,0.725,98
3,96,2,0.795,76
3,96,3,0.835,37
3,96,4,0.875,91
3,96,5,0.905,78
3,96,6,0.9125,73
3,96,7,0.92,73
3,96,8,0.925,76
3,96,9,0.9275,76
3,96,10,0.9275,37
3,96,11,0.9275,77
3,97,0,0.4025,82
3,97,1,0.73,79
3,97,2,0.795,36
3,97,3,0.8525,80
3,97,4,0.8775,52
3,97,5,0.9025,59
3,97,6,0.9125,75
3,97,7,0.925,78
3,97,8,0.9225,78
3,97,9,0.925,85
3,97,10,0.93,89
3,97,11,0.93,86
3,98,0,0.405,91
3,98,1,0.725,71
3,98,2,0.795,38
3,98,3,0.8375,38
3,98,4,0.8725,71
3,98,5,0.8975,88
3,98,6,0.9125,88
3,98,7,0.9125,83
3,98,8,0.915,88
3,98,9,0.9225,89
3,98,10,0.925,89
3,98,11,0.9175,86
3,99,0,0.385,88
3,99,1,0.7175,57
3,99,2,0.7975,56
3,99,3,0.8475,80
3,99,4,0.8725,80
3,99,5,0.9075,81
3,99,6,0.9175,80
3,99,7,0.9275,82
3,99,8,0.9325,81
3,99,9,0.925,71
3,99,10,0.9275,76
3,99,11,0.935,80
